name,FP,TP,FN,Total
omnetpp_base.x64_O1_icc.newgt,0,2319,70,2389
povray_base.x32_O1_icc.newgt,1,2353,26,2379
povray_r_base.icc_x86_O1-m32.newgt,1,2332,29,2361
povray_base.x32_O0_icc.newgt,1,2297,5,2302
povray_base.x64_O0_icc.newgt,0,2296,0,2296
perlbench_base.x32_O1_icc.newgt,64,2253,41,2294
povray_r_base.icc_x86_O0-m32.newgt,1,2275,5,2280
povray_r_base.icc_x64_O0-m64.newgt,0,2267,0,2267
icc_binutils_32_O0_objdump.newgt,41,2259,0,2259
icc_binutils_32_O0_ld-new.newgt,18,2256,0,2256
icc_binutils_64_O0_objdump.newgt,0,2251,0,2251
icc_binutils_64_O0_ld-new.newgt,0,2248,0,2248
icc_binutils_32_O1_ld-new.newgt,0,2176,18,2194
icc_binutils_32_O1_objdump.newgt,0,2175,17,2192
calculix_base.x32_O1_icc.newgt,28,2151,28,2179
cactusADM_base.x32_O1_icc.newgt,28,2117,30,2147
icc_binutils_64_O1_as-new.newgt,0,2086,0,2086
povray_base.x32_O2_icc.newgt,7,2064,11,2075
povray_base.x32_O3_icc.newgt,7,2064,11,2075
povray_r_base.icc_x86_O2-m32.newgt,11,2039,14,2053
icc_binutils_32_O0_objcopy.newgt,42,2029,0,2029
icc_binutils_32_O0_strip-new.newgt,42,2029,0,2029
icc_binutils_64_O0_objcopy.newgt,0,2021,0,2021
icc_binutils_64_O0_strip-new.newgt,0,2021,0,2021
calculix_base.x32_O0_icc.newgt,25,1983,28,2011
perlbench_base.x32_O0_icc.newgt,81,1988,5,1993
perlbench_base.x64_O0_icc.newgt,0,1981,0,1981
icc_binutils_32_O2_as-new.newgt,6,1957,9,1966
icc_binutils_32_O3_as-new.newgt,6,1957,9,1966
icc_binutils_32_O1_objcopy.newgt,0,1948,16,1964
icc_binutils_32_O1_strip-new.newgt,0,1948,16,1964
cactusADM_base.x32_O0_icc.newgt,25,1932,28,1960
povray_base.x64_O1_icc.newgt,0,1923,37,1960
icc_binutils_64_O1_objdump.newgt,0,1953,0,1953
perlbench_base.x32_O2_icc.newgt,9,1943,7,1950
perlbench_base.x32_O3_icc.newgt,9,1943,7,1950
calculix_base.x64_O0_icc.newgt,106,1948,1,1949
povray_base.x64_O2_icc.newgt,103,1944,1,1945
povray_base.x64_O3_icc.newgt,103,1944,1,1945
povray_r_base.icc_x64_O1-m64.newgt,0,1901,37,1938
icc_binutils_64_O1_ld-new.newgt,0,1928,0,1928
povray_r_base.icc_x64_O2-m64.newgt,8,1902,1,1903
povray_r_base.icc_x64_O3-m64.newgt,8,1902,1,1903
perlbench_base.x64_O1_icc.newgt,0,1901,0,1901
cactusADM_base.x64_O0_icc.newgt,106,1898,1,1899
calculix_base.x32_O2_icc.newgt,24,1869,25,1894
calculix_base.x32_O3_icc.newgt,24,1869,25,1894
perlbench_base.x64_O2_icc.newgt,103,1880,1,1881
perlbench_base.x64_O3_icc.newgt,103,1880,1,1881
calculix_base.x64_O2_icc.newgt,104,1878,1,1879
calculix_base.x64_O3_icc.newgt,104,1878,1,1879
calculix_base.x64_O1_icc.newgt,106,1877,1,1878
icc_binutils_64_O2_as-new.newgt,2,1860,1,1861
icc_binutils_64_O3_as-new.newgt,2,1860,1,1861
icc_binutils_32_O2_objdump.newgt,6,1824,8,1832
icc_binutils_32_O3_objdump.newgt,6,1824,8,1832
icc_binutils_32_O2_ld-new.newgt,6,1822,8,1830
icc_binutils_32_O3_ld-new.newgt,6,1822,8,1830
cactusADM_base.x64_O2_icc.newgt,105,1826,1,1827
cactusADM_base.x64_O3_icc.newgt,105,1826,1,1827
cactusADM_base.x64_O1_icc.newgt,106,1825,1,1826
cactusADM_base.x32_O2_icc.newgt,26,1779,28,1807
cactusADM_base.x32_O3_icc.newgt,25,1779,28,1807
icc_binutils_32_O0_gprof.newgt,11,1782,0,1782
icc_binutils_64_O0_gprof.newgt,0,1774,0,1774
icc_binutils_32_O0_ar.newgt,12,1771,0,1771
icc_binutils_32_O0_ranlib.newgt,12,1771,0,1771
icc_binutils_64_O0_ar.newgt,0,1763,0,1763
icc_binutils_64_O0_ranlib.newgt,0,1763,0,1763
icc_binutils_64_O2_objdump.newgt,2,1758,1,1759
icc_binutils_64_O3_objdump.newgt,2,1758,1,1759
icc_binutils_32_O1_ar.newgt,0,1729,16,1745
icc_binutils_32_O1_ranlib.newgt,0,1729,16,1745
icc_binutils_64_O1_objcopy.newgt,0,1742,0,1742
icc_binutils_64_O1_strip-new.newgt,0,1742,0,1742
icc_binutils_64_O2_ld-new.newgt,2,1739,1,1740
icc_binutils_64_O3_ld-new.newgt,2,1739,1,1740
icc_binutils_32_O1_gprof.newgt,26,1718,16,1734
leela_r_base.icc_x64_O0-m64.newgt,0,1727,0,1727
leela_r_base.icc_x86_O0-m32.newgt,1,1725,0,1725
icc_binutils_32_O0_nm-new.newgt,11,1721,0,1721
icc_binutils_64_O0_nm-new.newgt,0,1713,0,1713
icc_binutils_32_O0_size.newgt,11,1702,0,1702
icc_binutils_64_O0_size.newgt,0,1694,0,1694
icc_binutils_32_O0_addr2line.newgt,11,1689,0,1689
icc_binutils_32_O0_strings.newgt,11,1689,0,1689
icc_binutils_32_O1_nm-new.newgt,0,1672,16,1688
icc_binutils_32_O0_cxxfilt.newgt,11,1687,0,1687
icc_binutils_64_O0_addr2line.newgt,0,1681,0,1681
icc_binutils_64_O0_strings.newgt,0,1681,0,1681
icc_binutils_64_O0_cxxfilt.newgt,0,1679,0,1679
icc_binutils_32_O1_size.newgt,0,1657,16,1673
icc_binutils_32_O1_strings.newgt,0,1645,16,1661
icc_binutils_32_O1_addr2line.newgt,0,1644,16,1660
icc_binutils_32_O1_cxxfilt.newgt,0,1642,16,1658
gromacs_base.x32_O0_icc.newgt,2,1656,0,1656
gromacs_base.x64_O0_icc.newgt,0,1636,0,1636
icc_binutils_32_O2_objcopy.newgt,6,1627,8,1635
icc_binutils_32_O2_strip-new.newgt,6,1627,8,1635
icc_binutils_32_O3_objcopy.newgt,6,1627,8,1635
icc_binutils_32_O3_strip-new.newgt,6,1627,8,1635
soplex_base.x32_O0_icc.newgt,1,1601,5,1606
soplex_base.x64_O0_icc.newgt,0,1601,0,1601
gromacs_base.x32_O1_icc.newgt,1,1570,0,1570
icc_binutils_64_O2_objcopy.newgt,2,1563,1,1564
icc_binutils_64_O2_strip-new.newgt,2,1563,1,1564
icc_binutils_64_O3_objcopy.newgt,2,1563,1,1564
icc_binutils_64_O3_strip-new.newgt,2,1563,1,1564
icc_binutils_64_O1_ar.newgt,0,1520,0,1520
icc_binutils_64_O1_ranlib.newgt,0,1520,0,1520
icc_binutils_64_O1_gprof.newgt,0,1515,0,1515
cam4_validate_527_base.icc_x86_O0-m32.newgt,24,1454,23,1477
icc_binutils_64_O1_nm-new.newgt,0,1474,0,1474
cam4_validate_527_base.icc_x86_O1-m32.newgt,24,1441,23,1464
icc_binutils_64_O1_size.newgt,0,1459,0,1459
icc_binutils_32_O2_ar.newgt,6,1439,10,1449
icc_binutils_32_O2_ranlib.newgt,6,1439,10,1449
icc_binutils_32_O3_ar.newgt,6,1439,10,1449
icc_binutils_32_O3_ranlib.newgt,6,1439,10,1449
icc_binutils_64_O1_strings.newgt,0,1448,0,1448
icc_binutils_64_O1_addr2line.newgt,0,1447,0,1447
icc_binutils_64_O1_cxxfilt.newgt,0,1445,0,1445
icc_binutils_32_O2_gprof.newgt,14,1424,7,1431
icc_binutils_32_O3_gprof.newgt,14,1424,7,1431
cam4_validate_527_base.icc_x64_O0-m64.newgt,11,1427,1,1428
icc_binutils_32_O2_nm-new.newgt,6,1392,7,1399
icc_binutils_32_O3_nm-new.newgt,6,1392,7,1399
icc_binutils_32_O2_size.newgt,6,1378,7,1385
icc_binutils_32_O3_size.newgt,6,1378,7,1385
icc_binutils_32_O2_strings.newgt,6,1370,7,1377
icc_binutils_32_O3_strings.newgt,6,1370,7,1377
icc_binutils_32_O2_addr2line.newgt,6,1369,7,1376
icc_binutils_32_O3_addr2line.newgt,6,1369,7,1376
icc_binutils_32_O2_cxxfilt.newgt,6,1367,7,1374
icc_binutils_32_O3_cxxfilt.newgt,6,1367,7,1374
icc_binutils_64_O2_ar.newgt,2,1373,1,1374
icc_binutils_64_O2_ranlib.newgt,2,1373,1,1374
icc_binutils_64_O3_ar.newgt,2,1373,1,1374
icc_binutils_64_O3_ranlib.newgt,2,1373,1,1374
icc_binutils_64_O2_gprof.newgt,2,1361,1,1362
icc_binutils_64_O3_gprof.newgt,2,1361,1,1362
gromacs_base.x64_O1_icc.newgt,0,1336,0,1336
icc_binutils_64_O2_nm-new.newgt,2,1330,1,1331
icc_binutils_64_O3_nm-new.newgt,2,1330,1,1331
icc_binutils_64_O2_size.newgt,2,1317,1,1318
icc_binutils_64_O3_size.newgt,2,1317,1,1318
icc_binutils_64_O2_strings.newgt,2,1309,1,1310
icc_binutils_64_O3_strings.newgt,2,1309,1,1310
icc_binutils_64_O2_addr2line.newgt,2,1308,1,1309
icc_binutils_64_O3_addr2line.newgt,2,1308,1,1309
icc_binutils_64_O2_cxxfilt.newgt,2,1306,1,1307
icc_binutils_64_O3_cxxfilt.newgt,2,1306,1,1307
cam4_validate_527_base.icc_x86_O2-m32.newgt,54,1264,23,1287
cam4_validate_527_base.icc_x86_O3-m32.newgt,54,1264,23,1287
cam4_validate_527_base.icc_x64_O1-m64.newgt,11,1273,1,1274
soplex_base.x32_O1_icc.newgt,1,1258,14,1272
cam4_validate_527_base.icc_x64_O2-m64.newgt,9,1198,1,1199
cam4_validate_527_base.icc_x64_O3-m64.newgt,9,1198,1,1199
gromacs_base.x64_O2_icc.newgt,72,1160,1,1161
gromacs_base.x64_O3_icc.newgt,72,1160,1,1161
gromacs_base.x32_O2_icc.newgt,7,1144,5,1149
gromacs_base.x32_O3_icc.newgt,7,1145,4,1149
roms_r_base.icc_x86_O1-m32.newgt,24,1108,28,1136
roms_r_base.icc_x86_O0-m32.newgt,24,1103,29,1132
roms_r_base.icc_x86_O2-m32.newgt,23,1053,28,1081
roms_r_base.icc_x86_O3-m32.newgt,23,1053,28,1081
roms_r_base.icc_x64_O1-m64.newgt,11,1058,1,1059
roms_r_base.icc_x64_O2-m64.newgt,9,1058,1,1059
roms_r_base.icc_x64_O3-m64.newgt,9,1058,1,1059
sroms_base.icc_x64_O1-m64.newgt,38,1058,1,1059
sroms_base.icc_x64_O2-m64.newgt,36,1058,1,1059
sroms_base.icc_x64_O3-m64.newgt,36,1058,1,1059
roms_r_base.icc_x64_O0-m64.newgt,11,1056,1,1057
sroms_base.icc_x64_O0-m64.newgt,38,1056,1,1057
soplex_base.x64_O1_icc.newgt,0,1015,23,1038
soplex_base.x32_O2_icc.newgt,14,1014,3,1017
soplex_base.x32_O3_icc.newgt,14,1014,3,1017
ldecod_r_base.icc_x86_O0-m32.newgt,3,1006,5,1011
ldecod_r_base.icc_x64_O0-m64.newgt,0,1008,0,1008
ldecod_r_base.icc_x86_O1-m32.newgt,1,1000,6,1006
soplex_base.x64_O2_icc.newgt,72,1002,1,1003
soplex_base.x64_O3_icc.newgt,72,1002,1,1003
x264_r_base.icc_x86_O0-m32.newgt,1,943,5,948
x264_r_base.icc_x64_O0-m64.newgt,0,943,0,943
x264_r_base.icc_x86_O1-m32.newgt,1,820,5,825
h264ref_base.x32_O1_icc.newgt,1,779,5,784
ldecod_r_base.icc_x64_O1-m64.newgt,0,779,0,779
ldecod_r_base.icc_x86_O2-m32.newgt,10,748,2,750
ldecod_r_base.icc_x86_O3-m32.newgt,8,748,2,750
GemsFDTD_base.x32_O0_icc.newgt,25,721,28,749
x264_r_base.icc_x64_O1-m64.newgt,0,743,0,743
ldecod_r_base.icc_x64_O2-m64.newgt,8,735,1,736
ldecod_r_base.icc_x64_O3-m64.newgt,8,735,1,736
GemsFDTD_base.x32_O1_icc.newgt,25,706,27,733
GemsFDTD_base.x32_O3_icc.newgt,24,696,32,728
GemsFDTD_base.x32_O2_icc.newgt,24,689,32,721
leela_r_base.icc_x86_O1-m32.newgt,1,702,10,712
x264_r_base.icc_x64_O2-m64.newgt,8,704,1,705
x264_r_base.icc_x64_O3-m64.newgt,8,704,1,705
GemsFDTD_base.x64_O3_icc.newgt,104,695,1,696
GemsFDTD_base.x64_O2_icc.newgt,104,687,1,688
icc_findutils_64_O0_find.newgt,0,688,0,688
icc_findutils_64_O0_oldfind.newgt,0,678,0,678
zeusmp_base.x32_O0_icc.newgt,25,648,29,677
GemsFDTD_base.x64_O0_icc.newgt,106,673,1,674
x264_r_base.icc_x86_O2-m32.newgt,9,670,2,672
x264_r_base.icc_x86_O3-m32.newgt,8,670,2,672
GemsFDTD_base.x64_O1_icc.newgt,106,668,1,669
fotonik3d_r_base.icc_x86_O2-m32.newgt,27,636,32,668
fotonik3d_r_base.icc_x86_O3-m32.newgt,27,636,32,668
h264ref_base.x32_O0_icc.newgt,3,657,5,662
h264ref_base.x64_O0_icc.newgt,0,656,0,656
hmmer_base.x32_O1_icc.newgt,4,651,5,656
fotonik3d_r_base.icc_x86_O0-m32.newgt,24,626,27,653
h264ref_base.x32_O2_icc.newgt,30,646,2,648
h264ref_base.x32_O3_icc.newgt,30,646,2,648
zeusmp_base.x32_O1_icc.newgt,26,619,29,648
fotonik3d_r_base.icc_x86_O1-m32.newgt,24,602,32,634
h264ref_base.x64_O2_icc.newgt,72,631,1,632
h264ref_base.x64_O3_icc.newgt,72,631,1,632
hmmer_base.x64_O2_icc.newgt,103,630,1,631
hmmer_base.x64_O3_icc.newgt,103,630,1,631
fotonik3d_r_base.icc_x64_O2-m64.newgt,9,625,1,626
fotonik3d_r_base.icc_x64_O3-m64.newgt,9,625,1,626
leslie3d_base.x32_O0_icc.newgt,25,589,29,618
hmmer_base.x32_O2_icc.newgt,10,604,7,611
hmmer_base.x32_O3_icc.newgt,10,604,7,611
zeusmp_base.x64_O0_icc.newgt,107,606,1,607
h264ref_base.x64_O1_icc.newgt,0,603,0,603
hmmer_base.x32_O0_icc.newgt,10,598,5,603
hmmer_base.x64_O0_icc.newgt,0,598,0,598
zeusmp_base.x64_O1_icc.newgt,107,596,2,598
fotonik3d_r_base.icc_x64_O1-m64.newgt,11,590,1,591
fotonik3d_r_base.icc_x64_O0-m64.newgt,11,589,1,590
zeusmp_base.x32_O2_icc.newgt,24,555,24,579
zeusmp_base.x32_O3_icc.newgt,24,555,24,579
hmmer_base.x64_O1_icc.newgt,0,564,0,564
xz_r_base.icc_x86_O0-m32.newgt,10,554,0,554
leela_r_base.icc_x64_O1-m64.newgt,0,544,7,551
xz_r_base.icc_x64_O0-m64.newgt,0,549,0,549
icc_findutils_64_O1_find.newgt,0,548,0,548
icc_findutils_64_O1_oldfind.newgt,0,548,0,548
leslie3d_base.x64_O0_icc.newgt,104,546,1,547
zeusmp_base.x64_O2_icc.newgt,104,540,2,542
zeusmp_base.x64_O3_icc.newgt,104,540,2,542
icc_findutils_32_O0_find.newgt,0,532,0,532
icc_findutils_32_O0_oldfind.newgt,0,522,0,522
leslie3d_base.x32_O2_icc.newgt,24,495,23,518
leslie3d_base.x32_O3_icc.newgt,24,495,23,518
leslie3d_base.x32_O1_icc.newgt,25,493,23,516
leela_r_base.icc_x86_O2-m32.newgt,6,501,3,504
leela_r_base.icc_x86_O3-m32.newgt,6,501,3,504
leslie3d_base.x64_O2_icc.newgt,104,501,1,502
leslie3d_base.x64_O3_icc.newgt,104,501,1,502
leslie3d_base.x64_O1_icc.newgt,104,496,1,497
icc_findutils_32_O1_oldfind.newgt,0,491,0,491
icc_findutils_32_O1_find.newgt,0,490,0,490
xz_r_base.icc_x86_O1-m32.newgt,11,489,1,490
sphinx_livepretend_base.x32_O1_icc.newgt,13,482,5,487
bwaves_base.x32_O0_icc.newgt,24,446,28,474
bwaves_base.x32_O2_icc.newgt,24,451,23,474
bwaves_base.x32_O3_icc.newgt,24,451,23,474
exchange2_r_base.icc_x86_O0-m32.newgt,24,448,23,471
bwaves_r_base.icc_x86_O0-m32.newgt,23,440,28,468
icc_findutils_64_O2_oldfind.newgt,2,467,1,468
icc_findutils_64_O3_oldfind.newgt,2,467,1,468
exchange2_r_base.icc_x86_O1-m32.newgt,24,443,23,466
exchange2_r_base.icc_x86_O2-m32.newgt,23,442,23,465
exchange2_r_base.icc_x86_O3-m32.newgt,23,442,23,465
sphinx_livepretend_base.x32_O0_icc.newgt,2,457,5,462
icc_findutils_64_O2_find.newgt,2,460,1,461
icc_findutils_64_O3_find.newgt,2,460,1,461
leela_r_base.icc_x64_O2-m64.newgt,8,459,2,461
leela_r_base.icc_x64_O3-m64.newgt,8,459,2,461
bwaves_base.x32_O1_icc.newgt,24,433,24,457
bwaves_r_base.icc_x86_O2-m32.newgt,23,431,23,454
bwaves_r_base.icc_x86_O3-m32.newgt,23,431,23,454
bwaves_r_base.icc_x86_O1-m32.newgt,23,428,23,451
bwaves_base.x64_O2_icc.newgt,104,444,1,445
bwaves_base.x64_O3_icc.newgt,104,444,1,445
sphinx_livepretend_base.x64_O0_icc.newgt,0,445,0,445
sphinx_livepretend_base.x64_O2_icc.newgt,72,440,1,441
