name,FP,TP,FN,Total
icc_coreutils_32_O1_head.newgt,0,147,0,147
icc_coreutils_32_O1_hostid.newgt,0,129,0,129
icc_coreutils_32_O1_id.newgt,0,139,0,139
icc_coreutils_32_O1_join.newgt,0,166,0,166
icc_coreutils_32_O1_kill.newgt,0,132,0,132
icc_coreutils_32_O1_link.newgt,0,129,0,129
icc_coreutils_32_O1_ln.newgt,0,214,0,214
icc_coreutils_32_O1_logname.newgt,0,129,0,129
icc_coreutils_32_O1_ls.newgt,0,329,0,329
icc_coreutils_32_O1_make-prime-list.newgt,0,20,0,20
icc_coreutils_32_O1_md5sum.newgt,0,151,0,151
icc_coreutils_32_O1_mkdir.newgt,0,168,0,168
icc_coreutils_32_O1_mkfifo.newgt,0,133,0,133
icc_coreutils_32_O1_mknod.newgt,0,138,0,138
icc_coreutils_32_O1_mktemp.newgt,0,159,0,159
icc_coreutils_32_O1_mv.newgt,0,340,0,340
icc_coreutils_32_O1_nice.newgt,0,131,0,131
icc_coreutils_32_O1_nl.newgt,0,262,0,262
icc_coreutils_32_O1_nohup.newgt,0,136,0,136
icc_coreutils_32_O1_nproc.newgt,0,133,0,133
icc_coreutils_32_O1_numfmt.newgt,0,178,0,178
icc_coreutils_32_O1_od.newgt,0,187,0,187
icc_coreutils_32_O1_paste.newgt,0,132,0,132
icc_coreutils_32_O1_pathchk.newgt,0,131,0,131
icc_coreutils_32_O1_pinky.newgt,0,144,0,144
icc_coreutils_32_O1_pr.newgt,0,179,0,179
icc_coreutils_32_O1_printenv.newgt,0,128,0,128
icc_coreutils_32_O1_printf.newgt,0,152,0,152
icc_coreutils_32_O1_ptx.newgt,0,300,0,300
icc_coreutils_32_O1_pwd.newgt,0,139,0,139
icc_coreutils_32_O1_readlink.newgt,0,184,0,184
icc_coreutils_32_O1_realpath.newgt,0,210,0,210
icc_coreutils_32_O1_rm.newgt,0,232,0,232
icc_coreutils_32_O1_rmdir.newgt,0,147,0,147
icc_coreutils_32_O1_runcon.newgt,0,132,0,132
icc_coreutils_32_O1_seq.newgt,0,150,0,150
icc_coreutils_32_O1_setuidgid.newgt,0,136,0,136
icc_coreutils_32_O1_sha1sum.newgt,0,151,0,151
icc_coreutils_32_O1_sha224sum.newgt,0,160,0,160
icc_coreutils_32_O1_sha256sum.newgt,0,160,0,160
icc_coreutils_32_O1_sha384sum.newgt,0,160,0,160
icc_coreutils_32_O1_sha512sum.newgt,0,160,0,160
icc_coreutils_32_O1_shred.newgt,0,185,0,185
icc_coreutils_32_O1_shuf.newgt,0,204,0,204
icc_coreutils_32_O1_sleep.newgt,0,133,0,133
icc_coreutils_32_O1_sort.newgt,0,301,0,301
icc_coreutils_32_O1_split.newgt,0,176,0,176
icc_coreutils_32_O1_stat.newgt,0,198,0,198
icc_coreutils_32_O1_stdbuf.newgt,0,179,0,179
icc_coreutils_32_O1_stty.newgt,0,165,0,165
icc_coreutils_32_O1_sum.newgt,0,152,0,152
icc_coreutils_32_O1_sync.newgt,0,129,0,129
icc_coreutils_32_O1_tac.newgt,0,254,0,254
icc_coreutils_32_O1_tail.newgt,0,209,0,209
icc_coreutils_32_O1_tee.newgt,0,134,0,134
icc_coreutils_32_O1_test.newgt,0,135,0,135
icc_coreutils_32_O1_timeout.newgt,0,159,0,159
icc_coreutils_32_O1_touch.newgt,0,185,0,185
icc_coreutils_32_O1_tr.newgt,0,154,0,154
icc_coreutils_32_O1_true.newgt,0,118,0,118
icc_coreutils_32_O1_truncate.newgt,0,156,0,156
icc_coreutils_32_O1_tsort.newgt,0,146,0,146
icc_coreutils_32_O1_tty.newgt,0,128,0,128
icc_coreutils_32_O1_uname.newgt,0,129,0,129
icc_coreutils_32_O1_unexpand.newgt,0,135,0,135
icc_coreutils_32_O1_uniq.newgt,0,163,0,163
icc_coreutils_32_O1_unlink.newgt,0,129,0,129
icc_coreutils_32_O1_uptime.newgt,0,139,0,139
icc_coreutils_32_O1_users.newgt,0,133,0,133
icc_coreutils_32_O1_vdir.newgt,0,329,0,329
icc_coreutils_32_O1_wc.newgt,0,154,0,154
icc_coreutils_32_O1_who.newgt,0,159,0,159
icc_coreutils_32_O1_whoami.newgt,0,129,0,129
icc_coreutils_32_O1_yes.newgt,0,129,0,129
icc_coreutils_32_O2_[.newgt,0,120,0,120
icc_coreutils_32_O2_base64.newgt,0,134,0,134
icc_coreutils_32_O2_basename.newgt,0,120,0,120
icc_coreutils_32_O2_cat.newgt,0,151,0,151
icc_coreutils_32_O2_chcon.newgt,0,198,0,198
icc_coreutils_32_O2_chgrp.newgt,0,191,0,191
icc_coreutils_32_O2_chmod.newgt,0,186,0,186
icc_coreutils_32_O2_chown.newgt,0,192,0,192
icc_coreutils_32_O2_chroot.newgt,0,123,0,123
icc_coreutils_32_O2_cksum.newgt,0,125,0,125
icc_coreutils_32_O2_comm.newgt,0,133,0,133
icc_coreutils_32_O2_cp.newgt,0,278,0,278
icc_coreutils_32_O2_csplit.newgt,0,213,0,213
icc_coreutils_32_O2_cut.newgt,0,157,0,157
icc_coreutils_32_O2_date.newgt,0,141,0,141
icc_coreutils_32_O2_dd.newgt,0,159,0,159
icc_coreutils_32_O2_df.newgt,0,239,0,239
icc_coreutils_32_O2_dir.newgt,0,274,0,274
icc_coreutils_32_O2_dircolors.newgt,0,122,0,122
icc_coreutils_32_O2_dirname.newgt,0,119,0,119
icc_coreutils_32_O2_du.newgt,0,258,0,258
icc_coreutils_32_O2_echo.newgt,0,108,0,108
icc_coreutils_32_O2_env.newgt,0,117,0,117
icc_coreutils_32_O2_expand.newgt,0,122,0,122
icc_coreutils_32_O2_expr.newgt,0,204,0,204
icc_coreutils_32_O2_factor.newgt,0,183,0,183
icc_coreutils_32_O2_false.newgt,0,108,0,108
icc_coreutils_32_O2_fmt.newgt,0,126,0,126
icc_coreutils_32_O2_fold.newgt,0,127,0,127
icc_coreutils_32_O2_getlimits.newgt,0,147,0,147
icc_coreutils_32_O2_ginstall.newgt,0,291,0,291
icc_coreutils_32_O2_groups.newgt,0,124,0,124
icc_coreutils_32_O2_head.newgt,0,128,0,128
icc_coreutils_32_O2_hostid.newgt,0,118,0,118
icc_coreutils_32_O2_id.newgt,0,124,0,124
icc_coreutils_32_O2_join.newgt,0,141,0,141
icc_coreutils_32_O2_kill.newgt,0,120,0,120
icc_coreutils_32_O2_link.newgt,0,118,0,118
icc_coreutils_32_O2_ln.newgt,0,193,0,193
icc_coreutils_32_O2_logname.newgt,0,118,0,118
icc_coreutils_32_O2_ls.newgt,0,274,0,274
icc_coreutils_32_O2_make-prime-list.newgt,0,31,0,31
icc_coreutils_32_O2_md5sum.newgt,0,132,0,132
icc_coreutils_32_O2_mkdir.newgt,0,152,0,152
icc_coreutils_32_O2_mkfifo.newgt,0,120,0,120
icc_coreutils_32_O2_mknod.newgt,0,123,0,123
icc_coreutils_32_O2_mktemp.newgt,0,145,0,145
icc_coreutils_32_O2_mv.newgt,0,285,0,285
icc_coreutils_32_O2_nice.newgt,0,118,0,118
icc_coreutils_32_O2_nl.newgt,0,204,0,204
icc_coreutils_32_O2_nohup.newgt,0,125,0,125
icc_coreutils_32_O2_nproc.newgt,0,119,0,119
icc_coreutils_32_O2_numfmt.newgt,0,149,0,149
icc_coreutils_32_O2_od.newgt,0,165,0,165
icc_coreutils_32_O2_paste.newgt,0,119,0,119
icc_coreutils_32_O2_pathchk.newgt,0,118,0,118
icc_coreutils_32_O2_pinky.newgt,0,131,0,131
icc_coreutils_32_O2_pr.newgt,0,148,0,148
icc_coreutils_32_O2_printenv.newgt,0,117,0,117
icc_coreutils_32_O2_printf.newgt,0,139,0,139
icc_coreutils_32_O2_ptx.newgt,0,237,0,237
icc_coreutils_32_O2_pwd.newgt,0,126,0,126
icc_coreutils_32_O2_readlink.newgt,0,167,0,167
icc_coreutils_32_O2_realpath.newgt,0,190,0,190
icc_coreutils_32_O2_rm.newgt,0,196,0,196
icc_coreutils_32_O2_rmdir.newgt,0,134,0,134
icc_coreutils_32_O2_runcon.newgt,0,120,0,120
icc_coreutils_32_O2_seq.newgt,0,139,0,139
icc_coreutils_32_O2_setuidgid.newgt,0,121,0,121
icc_coreutils_32_O2_sha1sum.newgt,0,132,0,132
icc_coreutils_32_O2_sha224sum.newgt,0,137,0,137
icc_coreutils_32_O2_sha256sum.newgt,0,137,0,137
icc_coreutils_32_O2_sha384sum.newgt,0,137,0,137
icc_coreutils_32_O2_sha512sum.newgt,0,137,0,137
icc_coreutils_32_O2_shred.newgt,0,163,0,163
icc_coreutils_32_O2_shuf.newgt,0,174,0,174
icc_coreutils_32_O2_sleep.newgt,0,122,0,122
icc_coreutils_32_O2_sort.newgt,0,245,0,245
icc_coreutils_32_O2_split.newgt,0,169,0,169
icc_coreutils_32_O2_stat.newgt,0,178,0,178
icc_coreutils_32_O2_stdbuf.newgt,0,172,0,172
icc_coreutils_32_O2_stty.newgt,0,139,0,139
icc_coreutils_32_O2_sum.newgt,0,140,0,140
icc_coreutils_32_O2_sync.newgt,0,118,0,118
icc_coreutils_32_O2_tac.newgt,0,201,0,201
icc_coreutils_32_O2_tail.newgt,0,175,0,175
icc_coreutils_32_O2_tee.newgt,0,122,0,122
icc_coreutils_32_O2_test.newgt,0,114,0,114
icc_coreutils_32_O2_timeout.newgt,0,153,0,153
icc_coreutils_32_O2_touch.newgt,0,163,0,163
icc_coreutils_32_O2_tr.newgt,0,132,0,132
icc_coreutils_32_O2_true.newgt,0,108,0,108
icc_coreutils_32_O2_truncate.newgt,0,149,0,149
icc_coreutils_32_O2_tsort.newgt,0,128,0,128
icc_coreutils_32_O2_tty.newgt,0,117,0,117
icc_coreutils_32_O2_uname.newgt,0,117,0,117
icc_coreutils_32_O2_unexpand.newgt,0,122,0,122
icc_coreutils_32_O2_uniq.newgt,0,139,0,139
icc_coreutils_32_O2_unlink.newgt,0,118,0,118
icc_coreutils_32_O2_uptime.newgt,0,128,0,128
icc_coreutils_32_O2_users.newgt,0,122,0,122
icc_coreutils_32_O2_vdir.newgt,0,274,0,274
icc_coreutils_32_O2_wc.newgt,0,137,0,137
icc_coreutils_32_O2_who.newgt,0,148,0,148
icc_coreutils_32_O2_whoami.newgt,0,118,0,118
icc_coreutils_32_O2_yes.newgt,0,118,0,118
icc_coreutils_32_O3_[.newgt,0,120,0,120
icc_coreutils_32_O3_base64.newgt,0,134,0,134
icc_coreutils_32_O3_basename.newgt,0,120,0,120
icc_coreutils_32_O3_cat.newgt,0,151,0,151
icc_coreutils_32_O3_chcon.newgt,0,198,0,198
icc_coreutils_32_O3_chgrp.newgt,0,191,0,191
icc_coreutils_32_O3_chmod.newgt,0,186,0,186
icc_coreutils_32_O3_chown.newgt,0,192,0,192
icc_coreutils_32_O3_chroot.newgt,0,123,0,123
icc_coreutils_32_O3_cksum.newgt,0,125,0,125
icc_coreutils_32_O3_comm.newgt,0,133,0,133
icc_coreutils_32_O3_cp.newgt,0,278,0,278
icc_coreutils_32_O3_csplit.newgt,0,213,0,213
icc_coreutils_32_O3_cut.newgt,0,157,0,157
icc_coreutils_32_O3_date.newgt,0,141,0,141
icc_coreutils_32_O3_dd.newgt,0,159,0,159
icc_coreutils_32_O3_df.newgt,0,239,0,239
icc_coreutils_32_O3_dir.newgt,0,274,0,274
icc_coreutils_32_O3_dircolors.newgt,0,122,0,122
icc_coreutils_32_O3_dirname.newgt,0,119,0,119
icc_coreutils_32_O3_du.newgt,0,258,0,258
icc_coreutils_32_O3_echo.newgt,0,108,0,108
icc_coreutils_32_O3_env.newgt,0,117,0,117
icc_coreutils_32_O3_expand.newgt,0,122,0,122
icc_coreutils_32_O3_expr.newgt,0,204,0,204
icc_coreutils_32_O3_factor.newgt,0,183,0,183
icc_coreutils_32_O3_false.newgt,0,108,0,108
icc_coreutils_32_O3_fmt.newgt,0,126,0,126
icc_coreutils_32_O3_fold.newgt,0,127,0,127
icc_coreutils_32_O3_getlimits.newgt,0,147,0,147
icc_coreutils_32_O3_ginstall.newgt,0,291,0,291
icc_coreutils_32_O3_groups.newgt,0,124,0,124
icc_coreutils_32_O3_head.newgt,0,128,0,128
icc_coreutils_32_O3_hostid.newgt,0,118,0,118
icc_coreutils_32_O3_id.newgt,0,124,0,124
icc_coreutils_32_O3_join.newgt,0,141,0,141
icc_coreutils_32_O3_kill.newgt,0,120,0,120
icc_coreutils_32_O3_link.newgt,0,118,0,118
icc_coreutils_32_O3_ln.newgt,0,193,0,193
icc_coreutils_32_O3_logname.newgt,0,118,0,118
icc_coreutils_32_O3_ls.newgt,0,274,0,274
icc_coreutils_32_O3_make-prime-list.newgt,0,31,0,31
icc_coreutils_32_O3_md5sum.newgt,0,132,0,132
icc_coreutils_32_O3_mkdir.newgt,0,152,0,152
icc_coreutils_32_O3_mkfifo.newgt,0,120,0,120
icc_coreutils_32_O3_mknod.newgt,0,123,0,123
icc_coreutils_32_O3_mktemp.newgt,0,145,0,145
icc_coreutils_32_O3_mv.newgt,0,285,0,285
icc_coreutils_32_O3_nice.newgt,0,118,0,118
icc_coreutils_32_O3_nl.newgt,0,204,0,204
icc_coreutils_32_O3_nohup.newgt,0,125,0,125
icc_coreutils_32_O3_nproc.newgt,0,119,0,119
icc_coreutils_32_O3_numfmt.newgt,0,149,0,149
icc_coreutils_32_O3_od.newgt,0,165,0,165
icc_coreutils_32_O3_paste.newgt,0,119,0,119
icc_coreutils_32_O3_pathchk.newgt,0,118,0,118
icc_coreutils_32_O3_pinky.newgt,0,131,0,131
icc_coreutils_32_O3_pr.newgt,0,148,0,148
icc_coreutils_32_O3_printenv.newgt,0,117,0,117
icc_coreutils_32_O3_printf.newgt,0,139,0,139
icc_coreutils_32_O3_ptx.newgt,0,237,0,237
icc_coreutils_32_O3_pwd.newgt,0,126,0,126
icc_coreutils_32_O3_readlink.newgt,0,167,0,167
icc_coreutils_32_O3_realpath.newgt,0,190,0,190
icc_coreutils_32_O3_rm.newgt,0,196,0,196
icc_coreutils_32_O3_rmdir.newgt,0,134,0,134
icc_coreutils_32_O3_runcon.newgt,0,120,0,120
icc_coreutils_32_O3_seq.newgt,0,139,0,139
icc_coreutils_32_O3_setuidgid.newgt,0,121,0,121
icc_coreutils_32_O3_sha1sum.newgt,0,132,0,132
icc_coreutils_32_O3_sha224sum.newgt,0,137,0,137
icc_coreutils_32_O3_sha256sum.newgt,0,137,0,137
icc_coreutils_32_O3_sha384sum.newgt,0,137,0,137
icc_coreutils_32_O3_sha512sum.newgt,0,137,0,137
icc_coreutils_32_O3_shred.newgt,0,163,0,163
icc_coreutils_32_O3_shuf.newgt,0,174,0,174
icc_coreutils_32_O3_sleep.newgt,0,122,0,122
icc_coreutils_32_O3_sort.newgt,0,245,0,245
icc_coreutils_32_O3_split.newgt,0,169,0,169
icc_coreutils_32_O3_stat.newgt,0,178,0,178
icc_coreutils_32_O3_stdbuf.newgt,0,172,0,172
icc_coreutils_32_O3_stty.newgt,0,139,0,139
icc_coreutils_32_O3_sum.newgt,0,140,0,140
icc_coreutils_32_O3_sync.newgt,0,118,0,118
icc_coreutils_32_O3_tac.newgt,0,201,0,201
icc_coreutils_32_O3_tail.newgt,0,175,0,175
icc_coreutils_32_O3_tee.newgt,0,122,0,122
icc_coreutils_32_O3_test.newgt,0,114,0,114
icc_coreutils_32_O3_timeout.newgt,0,153,0,153
icc_coreutils_32_O3_touch.newgt,0,163,0,163
icc_coreutils_32_O3_tr.newgt,0,132,0,132
icc_coreutils_32_O3_true.newgt,0,108,0,108
icc_coreutils_32_O3_truncate.newgt,0,149,0,149
icc_coreutils_32_O3_tsort.newgt,0,128,0,128
icc_coreutils_32_O3_tty.newgt,0,117,0,117
icc_coreutils_32_O3_uname.newgt,0,117,0,117
icc_coreutils_32_O3_unexpand.newgt,0,122,0,122
icc_coreutils_32_O3_uniq.newgt,0,139,0,139
icc_coreutils_32_O3_unlink.newgt,0,118,0,118
icc_coreutils_32_O3_uptime.newgt,0,128,0,128
icc_coreutils_32_O3_users.newgt,0,122,0,122
icc_coreutils_32_O3_vdir.newgt,0,274,0,274
icc_coreutils_32_O3_wc.newgt,0,137,0,137
icc_coreutils_32_O3_who.newgt,0,148,0,148
icc_coreutils_32_O3_whoami.newgt,0,118,0,118
icc_coreutils_32_O3_yes.newgt,0,118,0,118
icc_coreutils_64_O0_[.newgt,132,130,0,130
icc_coreutils_64_O0_base64.newgt,110,123,0,123
icc_coreutils_64_O0_basename.newgt,110,108,0,108
icc_coreutils_64_O0_cat.newgt,110,143,0,143
icc_coreutils_64_O0_chcon.newgt,110,226,0,226
icc_coreutils_64_O0_chgrp.newgt,110,216,0,216
icc_coreutils_64_O0_chmod.newgt,110,214,0,214
icc_coreutils_64_O0_chown.newgt,110,218,0,218
icc_coreutils_64_O0_chroot.newgt,110,111,0,111
icc_coreutils_64_O0_cksum.newgt,110,109,1,110
icc_coreutils_64_O0_comm.newgt,110,122,0,122
icc_coreutils_64_O0_cp.newgt,110,351,5,356
icc_coreutils_64_O0_csplit.newgt,110,317,0,317
icc_coreutils_64_O0_cut.newgt,110,168,0,168
icc_coreutils_64_O0_date.newgt,110,149,0,149
icc_coreutils_64_O0_dd.newgt,110,167,0,167
icc_coreutils_64_O0_df.newgt,110,278,5,283
icc_coreutils_64_O0_dir.newgt,110,353,0,353
icc_coreutils_64_O0_dircolors.newgt,110,111,0,111
icc_coreutils_64_O0_dirname.newgt,110,104,0,104
icc_coreutils_64_O0_du.newgt,110,323,0,323
icc_coreutils_64_O0_echo.newgt,122,94,0,94
icc_coreutils_64_O0_env.newgt,110,104,0,104
icc_coreutils_64_O0_expand.newgt,110,112,0,112
icc_coreutils_64_O0_expr.newgt,110,288,0,288
icc_coreutils_64_O0_factor.newgt,110,186,5,191
icc_coreutils_64_O0_false.newgt,110,91,1,92
icc_coreutils_64_O0_fmt.newgt,110,126,0,126
icc_coreutils_64_O0_fold.newgt,110,111,0,111
icc_coreutils_64_O0_getlimits.newgt,110,131,0,131
icc_coreutils_64_O0_ginstall.newgt,117,359,5,364
icc_coreutils_64_O0_groups.newgt,110,110,0,110
icc_coreutils_64_O0_head.newgt,110,127,0,127
icc_coreutils_64_O0_hostid.newgt,110,103,0,103
icc_coreutils_64_O0_id.newgt,110,114,0,114
icc_coreutils_64_O0_join.newgt,110,145,1,146
icc_coreutils_64_O0_kill.newgt,110,110,0,110
icc_coreutils_64_O0_link.newgt,110,103,0,103
icc_coreutils_64_O0_ln.newgt,110,199,0,199
icc_coreutils_64_O0_logname.newgt,110,103,0,103
icc_coreutils_64_O0_ls.newgt,110,353,0,353
icc_coreutils_64_O0_make-prime-list.newgt,0,15,0,15
icc_coreutils_64_O0_md5sum.newgt,110,127,1,128
icc_coreutils_64_O0_mkdir.newgt,117,144,5,149
icc_coreutils_64_O0_mkfifo.newgt,110,108,1,109
icc_coreutils_64_O0_mknod.newgt,110,113,0,113
icc_coreutils_64_O0_mktemp.newgt,110,139,0,139
icc_coreutils_64_O0_mv.newgt,110,389,5,394
icc_coreutils_64_O0_nice.newgt,110,108,0,108
icc_coreutils_64_O0_nl.newgt,110,283,1,284
icc_coreutils_64_O0_nohup.newgt,110,112,0,112
icc_coreutils_64_O0_nproc.newgt,110,107,0,107
icc_coreutils_64_O0_numfmt.newgt,110,165,5,170
icc_coreutils_64_O0_od.newgt,110,167,5,172
icc_coreutils_64_O0_paste.newgt,110,111,0,111
icc_coreutils_64_O0_pathchk.newgt,110,108,0,108
icc_coreutils_64_O0_pinky.newgt,110,124,0,124
icc_coreutils_64_O0_pr.newgt,110,172,0,172
icc_coreutils_64_O0_printenv.newgt,110,103,0,103
icc_coreutils_64_O0_printf.newgt,110,131,5,136
icc_coreutils_64_O0_ptx.newgt,110,326,0,326
icc_coreutils_64_O0_pwd.newgt,110,118,0,118
icc_coreutils_64_O0_readlink.newgt,110,165,0,165
icc_coreutils_64_O0_realpath.newgt,110,198,0,198
icc_coreutils_64_O0_rm.newgt,110,232,0,232
icc_coreutils_64_O0_rmdir.newgt,110,126,5,131
icc_coreutils_64_O0_runcon.newgt,110,106,1,107
icc_coreutils_64_O0_seq.newgt,110,131,5,136
icc_coreutils_64_O0_setuidgid.newgt,110,111,0,111
icc_coreutils_64_O0_sha1sum.newgt,110,128,0,128
icc_coreutils_64_O0_sha224sum.newgt,110,134,0,134
icc_coreutils_64_O0_sha256sum.newgt,110,133,1,134
icc_coreutils_64_O0_sha384sum.newgt,110,134,0,134
icc_coreutils_64_O0_sha512sum.newgt,110,134,0,134
icc_coreutils_64_O0_shred.newgt,110,164,0,164
icc_coreutils_64_O0_shuf.newgt,110,196,0,196
icc_coreutils_64_O0_sleep.newgt,110,110,0,110
icc_coreutils_64_O0_sort.newgt,110,323,0,323
icc_coreutils_64_O0_split.newgt,110,172,0,172
icc_coreutils_64_O0_stat.newgt,110,194,5,199
icc_coreutils_64_O0_stdbuf.newgt,110,163,6,169
icc_coreutils_64_O0_stty.newgt,110,148,5,153
icc_coreutils_64_O0_sum.newgt,110,125,0,125
icc_coreutils_64_O0_sync.newgt,110,103,0,103
icc_coreutils_64_O0_tac.newgt,110,280,0,280
icc_coreutils_64_O0_tail.newgt,110,218,0,218
icc_coreutils_64_O0_tee.newgt,110,111,0,111
icc_coreutils_64_O0_test.newgt,132,130,0,130
icc_coreutils_64_O0_timeout.newgt,110,146,0,146
icc_coreutils_64_O0_touch.newgt,110,174,0,174
icc_coreutils_64_O0_tr.newgt,111,145,1,146
icc_coreutils_64_O0_true.newgt,110,91,1,92
icc_coreutils_64_O0_truncate.newgt,110,139,0,139
icc_coreutils_64_O0_tsort.newgt,110,121,0,121
icc_coreutils_64_O0_tty.newgt,110,102,1,103
icc_coreutils_64_O0_uname.newgt,110,104,0,104
icc_coreutils_64_O0_unexpand.newgt,110,112,0,112
icc_coreutils_64_O0_uniq.newgt,110,135,0,135
icc_coreutils_64_O0_unlink.newgt,110,102,1,103
icc_coreutils_64_O0_uptime.newgt,110,116,0,116
icc_coreutils_64_O0_users.newgt,110,109,0,109
icc_coreutils_64_O0_vdir.newgt,110,353,0,353
icc_coreutils_64_O0_wc.newgt,110,131,0,131
icc_coreutils_64_O0_who.newgt,110,144,5,149
icc_coreutils_64_O0_whoami.newgt,110,103,0,103
icc_coreutils_64_O0_yes.newgt,110,104,0,104
icc_coreutils_64_O1_[.newgt,0,69,51,120
icc_coreutils_64_O1_base64.newgt,0,70,49,119
icc_coreutils_64_O1_basename.newgt,0,62,49,111
icc_coreutils_64_O1_cat.newgt,0,78,56,134
icc_coreutils_64_O1_chcon.newgt,0,144,61,205
icc_coreutils_64_O1_chgrp.newgt,0,135,59,194
icc_coreutils_64_O1_chmod.newgt,0,131,60,191
icc_coreutils_64_O1_chown.newgt,0,137,59,196
icc_coreutils_64_O1_chroot.newgt,0,65,49,114
icc_coreutils_64_O1_cksum.newgt,0,61,51,112
icc_coreutils_64_O1_comm.newgt,0,77,49,126
icc_coreutils_64_O1_cp.newgt,0,219,80,299
icc_coreutils_64_O1_csplit.newgt,0,202,54,256
icc_coreutils_64_O1_cut.newgt,0,94,59,153
icc_coreutils_64_O1_date.newgt,0,89,45,134
icc_coreutils_64_O1_dd.newgt,0,104,47,151
icc_coreutils_64_O1_df.newgt,0,169,70,239
icc_coreutils_64_O1_dir.newgt,0,238,52,290
icc_coreutils_64_O1_dircolors.newgt,0,64,49,113
icc_coreutils_64_O1_dirname.newgt,0,57,52,109
icc_coreutils_64_O1_du.newgt,0,211,61,272
icc_coreutils_64_O1_echo.newgt,0,49,51,100
icc_coreutils_64_O1_env.newgt,0,57,50,107
icc_coreutils_64_O1_expand.newgt,0,63,50,113
icc_coreutils_64_O1_expr.newgt,0,190,54,244
icc_coreutils_64_O1_factor.newgt,0,117,60,177
icc_coreutils_64_O1_false.newgt,0,48,51,99
icc_coreutils_64_O1_fmt.newgt,0,75,50,125
icc_coreutils_64_O1_fold.newgt,0,65,49,114
icc_coreutils_64_O1_getlimits.newgt,0,73,56,129
icc_coreutils_64_O1_ginstall.newgt,0,225,79,304
icc_coreutils_64_O1_groups.newgt,0,64,50,114
icc_coreutils_64_O1_head.newgt,0,73,49,122
icc_coreutils_64_O1_hostid.newgt,0,58,50,108
icc_coreutils_64_O1_id.newgt,0,66,50,116
icc_coreutils_64_O1_join.newgt,0,94,49,143
icc_coreutils_64_O1_kill.newgt,0,61,50,111
icc_coreutils_64_O1_link.newgt,0,59,49,108
icc_coreutils_64_O1_ln.newgt,0,124,60,184
icc_coreutils_64_O1_logname.newgt,0,58,50,108
icc_coreutils_64_O1_ls.newgt,0,238,52,290
icc_coreutils_64_O1_make-prime-list.newgt,0,20,0,20
icc_coreutils_64_O1_md5sum.newgt,0,71,52,123
icc_coreutils_64_O1_mkdir.newgt,0,88,57,145
icc_coreutils_64_O1_mkfifo.newgt,0,62,50,112
icc_coreutils_64_O1_mknod.newgt,0,66,50,116
icc_coreutils_64_O1_mktemp.newgt,0,81,52,133
icc_coreutils_64_O1_mv.newgt,0,245,79,324
icc_coreutils_64_O1_nice.newgt,0,60,50,110
icc_coreutils_64_O1_nl.newgt,0,183,54,237
icc_coreutils_64_O1_nohup.newgt,0,65,50,115
icc_coreutils_64_O1_nproc.newgt,0,64,48,112
icc_coreutils_64_O1_numfmt.newgt,0,98,54,152
icc_coreutils_64_O1_od.newgt,0,106,55,161
icc_coreutils_64_O1_paste.newgt,0,61,49,110
icc_coreutils_64_O1_pathchk.newgt,0,62,48,110
icc_coreutils_64_O1_pinky.newgt,0,65,54,119
icc_coreutils_64_O1_pr.newgt,0,106,49,155
icc_coreutils_64_O1_printenv.newgt,0,56,51,107
icc_coreutils_64_O1_printf.newgt,0,75,55,130
icc_coreutils_64_O1_ptx.newgt,0,215,57,272
icc_coreutils_64_O1_pwd.newgt,0,67,51,118
icc_coreutils_64_O1_readlink.newgt,0,96,62,158
icc_coreutils_64_O1_realpath.newgt,0,117,66,183
icc_coreutils_64_O1_rm.newgt,0,142,62,204
icc_coreutils_64_O1_rmdir.newgt,0,71,55,126
icc_coreutils_64_O1_runcon.newgt,0,59,52,111
icc_coreutils_64_O1_seq.newgt,0,74,55,129
icc_coreutils_64_O1_setuidgid.newgt,0,65,50,115
icc_coreutils_64_O1_sha1sum.newgt,0,71,52,123
icc_coreutils_64_O1_sha224sum.newgt,0,75,54,129
icc_coreutils_64_O1_sha256sum.newgt,0,75,54,129
icc_coreutils_64_O1_sha384sum.newgt,0,75,54,129
icc_coreutils_64_O1_sha512sum.newgt,0,75,54,129
icc_coreutils_64_O1_shred.newgt,0,106,48,154
icc_coreutils_64_O1_shuf.newgt,0,108,66,174
icc_coreutils_64_O1_sleep.newgt,0,63,50,113
icc_coreutils_64_O1_sort.newgt,0,207,59,266
icc_coreutils_64_O1_split.newgt,0,98,54,152
icc_coreutils_64_O1_stat.newgt,0,116,57,173
icc_coreutils_64_O1_stdbuf.newgt,0,98,57,155
icc_coreutils_64_O1_stty.newgt,0,89,55,144
icc_coreutils_64_O1_sum.newgt,0,77,48,125
icc_coreutils_64_O1_sync.newgt,0,57,51,108
icc_coreutils_64_O1_tac.newgt,0,178,53,231
icc_coreutils_64_O1_tail.newgt,0,120,59,179
icc_coreutils_64_O1_tee.newgt,0,61,51,112
icc_coreutils_64_O1_test.newgt,0,66,49,115
icc_coreutils_64_O1_timeout.newgt,0,82,55,137
icc_coreutils_64_O1_touch.newgt,0,111,47,158
icc_coreutils_64_O1_tr.newgt,0,81,49,130
icc_coreutils_64_O1_true.newgt,0,48,51,99
icc_coreutils_64_O1_truncate.newgt,0,78,54,132
icc_coreutils_64_O1_tsort.newgt,0,73,49,122
icc_coreutils_64_O1_tty.newgt,0,57,50,107
icc_coreutils_64_O1_uname.newgt,0,58,50,108
